augmenter_name,model_name,mse_mean,mse_std,mae_mean,mae_std,corr_mean,corr_std,mse_r1_mean,mse_r1_std,mse_r2_mean,mse_r2_std,corr_r1_mean,corr_r2_mean,mse_train_mean,mse_train_std,mse_train_r1_mean,mse_train_r2_mean,corr_train_mean,n_trainable_params,n_random_params,effective_rank,nonlinearity_score,feature_target_alignment,coef_l2_norm,lasso_active_fraction,n_features,n_augmented,circuit_depth,qubit_count,wall_clock_mean,n_seeds
angle_strong_8q_2L,lasso,1.9251809999999998,0.12464512171160165,1.0816094,0.051698794070074786,0.9723168,0.0021248448649254232,1.8045864000000003,0.27040737996271474,2.282122,0.33504897016406415,0.8352484,0.9682957999999999,1.8836494000000001,0.14056381324081954,1.7867172,2.1844308,0.9725502,0,48,16.82658,0.6782028,0.3076104,36.3730934,0.64,40,36,2.0,8.0,0.020300000000000002,5
angle_strong_8q_2L,ridge,1.8640304,0.12996400151695875,1.0646434,0.05139718952238535,0.9732065999999999,0.0021626202394317284,1.7697892,0.2585235930649271,2.1425202,0.27383451760086797,0.8385802,0.9695746,1.8010464,0.1373906946823547,1.7482659999999999,1.9663837999999998,0.9737653999999999,0,48,16.82658,0.6782028,0.3076104,56.2548224,,40,36,2.0,8.0,0.02914,5
angle_strong_9q_2L,lasso,1.9808466,0.11366393022546781,1.1015685999999998,0.04155983542797054,0.9715062,0.001980840402455508,1.8483276,0.25912380584732075,2.3735168,0.3272801865133299,0.8306530000000001,0.966236,1.9387956,0.10641651811067679,1.8373422000000001,2.2554222,0.971725,0,54,14.1257,0.7343568,0.31135900000000005,30.297530799999997,0.465306,49,45,2.0,9.0,0.022420000000000002,5
angle_strong_9q_2L,ridge,1.8918688,0.1370345942388272,1.0719594000000001,0.04856503662409816,0.9727998,0.0022668605382775387,1.7473318,0.2725081788372599,2.3203876,0.3012092821898092,0.8407437999999999,0.9668616,1.8336334,0.13282200856898677,1.7296164,2.158659,0.9732799999999999,0,54,14.1257,0.7343568,0.31135900000000005,62.739073600000005,,49,45,2.0,9.0,0.03394,5
identity,lasso,4.690855,0.06986927103169172,1.6344324000000001,0.012648675238933132,0.9312166,0.0005556026457820991,3.1723238,0.08889000535887043,9.2137806,0.44830175419554175,0.7784674,0.9354254,4.6849508,0.07799110457417534,3.1499918,9.4050448,0.9303172,0,0,0.0,,,4.6007444,0.7,4,0,,,0.00358,5
identity,ridge,4.6819004,0.06461531131086479,1.6412356,0.010500879310800596,0.9312248000000001,0.0005794071970557404,3.2251890000000003,0.05600731918687051,9.021438,0.2957901417948207,0.7772676000000001,0.9353246000000001,4.6763128,0.07500833002873747,3.202547,9.2111478,0.930347,0,0,0.0,,,4.636676400000001,,4,0,,,0.01596,5
interaction_log,lasso,2.6719366,0.5315524395822111,1.1681876,0.051227317832383164,0.9615346,0.007544689410439639,2.1688066,0.17278047624312182,4.1629948,2.578126828260045,0.7984024,0.9449882000000001,2.1696634,0.17553694021287933,2.1572732,2.2050482,0.9683168,0,0,8.153279999999999,0.6336307999999999,0.3256456,7.4682676,0.8333332,18,14,,,0.017660000000000002,5
interaction_log,ridge,2.6222044,0.6577088107166424,1.136799,0.02967592245407046,0.9622932000000001,0.009382410788278254,2.1143852,0.12432080420307783,4.1279878,2.925869806673086,0.8038876,0.9430386000000001,2.0578892,0.08530738607647045,2.107039,1.9078182,0.9699638,0,0,8.153279999999999,0.6336307999999999,0.3256456,11.1492606,,18,14,,,0.019700000000000002,5
iqp_10q_r3,lasso,4.2170958,0.07895682907576758,1.5386558,0.017130032419700802,0.9382562,0.0015699032454262434,2.7108138,0.11798671425080028,8.7041728,0.24954043885651092,0.7850446,0.9213049999999999,4.1811172,0.12704891744796562,2.6818386,8.7954498,0.9379788,0,0,10.50038,0.971157,0.1114892,12.276963,0.6271184,59,55,1.0,10.0,0.01196,5
iqp_10q_r3,ridge,4.21616,0.07905731760880792,1.5372932000000001,0.017162311942159777,0.9382686,0.0015868554754608405,2.7017564,0.11707175169014945,8.7275282,0.23560100099469009,0.7851244000000001,0.9191841999999999,4.176429799999999,0.12523372119441292,2.6729966000000003,8.80361,0.9380506000000001,0,0,10.50038,0.971157,0.1114892,8.6968654,,59,55,1.0,10.0,0.0415,5
iqp_13q_r3,lasso,4.1870154,0.04131577914429284,1.5370282,0.015072400512194375,0.9387207999999999,0.001060680300561887,2.7059168,0.10656846264350432,8.5987622,0.2604916919331591,0.7843804000000001,0.9245720000000001,4.1562258,0.1121431980023755,2.6764484,8.7106666,0.9383587999999999,0,0,9.891,0.9766320000000001,0.10510939999999999,12.2119518,0.5431576,95,91,1.0,13.0,0.0193,5
iqp_13q_r3,ridge,4.1861008,0.04243252246449673,1.5364872,0.015704128460376172,0.9387346000000001,0.0010796533239887589,2.6992018,0.10698468567837162,8.6151464,0.25691366416619377,0.7841115999999999,0.9222149999999999,4.1503712,0.11032719081078775,2.6701238,8.7062098,0.938448,0,0,9.891,0.9766320000000001,0.10510939999999999,8.505153199999999,,95,91,1.0,13.0,0.07042,5
iqp_3q_r3,lasso,4.339663,0.09316003665467287,1.5608426,0.014946607568274487,0.9364364000000001,0.0005687664722889626,3.1730708,0.08006825541498955,7.815083400000001,0.2605905167140586,0.7659822000000001,0.9370383999999999,4.292576,0.06627431318768982,3.1216602,7.8945926,0.9362538,0,0,3.60576,0.8283012,0.25156999999999996,7.3580838,0.96,10,6,1.0,3.0,0.00444,5
iqp_3q_r3,ridge,4.3389924,0.09674303137073997,1.5606024,0.015110695295055114,0.9364480000000001,0.0006275340628204775,3.1736618,0.07424539220854029,7.8106178,0.24631057740726447,0.7656538,0.9369196000000001,4.291728000000001,0.06663720762081803,3.121676,7.8921096,0.9362666000000001,0,0,3.60576,0.8283012,0.25156999999999996,7.5776084,,10,6,1.0,3.0,0.01734,5
iqp_4q_r3,lasso,4.5220902,0.06027610539591957,1.6015758000000002,0.006980436175483565,0.9336528,0.000393562828529292,3.1180266,0.040753299060321296,8.7050058,0.23882290862101185,0.779605,0.9289783999999999,4.4863882,0.06520100453750709,3.0788764,8.8202228,0.9332746000000001,0,0,6.76134,0.9337655999999999,0.14001780000000003,6.269468999999999,0.9285712,14,10,1.0,4.0,0.00492,5
iqp_4q_r3,ridge,4.5237046,0.0590735869005767,1.6012385999999998,0.0069419318852895215,0.9336292,0.00039174889916884466,3.1152682,0.037420039473522834,8.7196362,0.2305894772137274,0.7794490000000001,0.9284060000000001,4.4856566,0.0651760571091871,3.0762316,8.8250712,0.9332862000000001,0,0,6.76134,0.9337655999999999,0.14001780000000003,6.3633992,,14,10,1.0,4.0,0.0183,5
iqp_5q_r3,lasso,4.5889494,0.06474927464304141,1.6122782,0.011113033685722362,0.9326294,0.0007927586644118467,3.0450436,0.06189932383556383,9.1883916,0.3039157705850429,0.7818132,0.9273516,4.571842800000001,0.0845216991204032,3.0172891999999996,9.3561204,0.9319602,0,0,7.6482399999999995,0.9452988,0.12775799999999998,5.014807599999999,0.7052632,19,15,1.0,5.0,0.00574,5
iqp_5q_r3,ridge,4.5889082000000005,0.06421072273148766,1.6113072,0.009918573748276536,0.9326332,0.0008200077438658314,3.0366748,0.04937167713071939,9.2135382,0.2889754590405558,0.7816104,0.9266292,4.5675968,0.08040378369641556,3.0079664,9.367602399999999,0.9320252,0,0,7.6482399999999995,0.9452988,0.12775799999999998,5.037206,,19,15,1.0,5.0,0.020679999999999997,5
iqp_6q_r3,lasso,4.4327446,0.08626309809704248,1.5813328,0.015918128036926906,0.9349956,0.0014611729192672805,2.9353626,0.09920458522316392,8.8933424,0.3136545442342582,0.7846211999999999,0.9255028,4.416824,0.11681771070133153,2.9102286,9.0533102,0.9343518,0,0,8.31452,0.9543455999999999,0.1164738,10.5110376,0.624,25,21,1.0,6.0,0.006500000000000001,5
iqp_6q_r3,ridge,4.4324992000000005,0.08625156447682567,1.580151,0.015704358407779687,0.9349997999999999,0.0014653566801294425,2.928378,0.09893478698870267,8.91328,0.3010329151562996,0.7850306,0.9242692,4.4142864,0.11609842674989183,2.9033716,9.064535000000001,0.9343908000000001,0,0,8.31452,0.9543455999999999,0.1164738,10.4402124,,25,21,1.0,6.0,0.02264,5
iqp_7q_r3,lasso,4.3988254,0.10227371228619789,1.5743418,0.01927571091295991,0.9355182,0.0016372784430267362,2.8460628,0.12664596655124866,9.0240876,0.3618476850959534,0.7866134,0.9247531999999999,4.3743894,0.12117958146197737,2.8253874,9.143208,0.9350072,0,0,9.06274,0.9612528000000001,0.1241264,11.484658,0.69375,32,28,1.0,7.0,0.0079,5
iqp_7q_r3,ridge,4.3937804,0.10107925111910963,1.5719607999999998,0.019012659432599107,0.935594,0.0016140656740046275,2.8362512000000004,0.12360916453159955,9.033417,0.34250275244368494,0.7872936,0.9236922,4.369495,0.11863898128566354,2.8159123999999998,9.152793800000001,0.9350820000000001,0,0,9.06274,0.9612528000000001,0.1241264,11.570838,,32,28,1.0,7.0,0.02452,5
iqp_8q_r3,lasso,4.3647366,0.08530306951862844,1.5668452,0.017234655615938423,0.9360326000000001,0.0015149675904124452,2.8300068,0.10218737258683175,8.9367244,0.312574679141321,0.7851804,0.9246782,4.348622799999999,0.12139329951319454,2.8040142,9.1020884,0.9354086,0,0,10.08062,0.966321,0.1141054,11.1049088,0.76,40,36,1.0,8.0,0.0089,5
iqp_8q_r3,ridge,4.3619518,0.08622404130925439,1.5648494,0.017270272574571508,0.9360752,0.0015500853847449398,2.8194299999999997,0.10080388463496812,8.957488999999999,0.28931288509501263,0.7854566000000001,0.9226974,4.3442352,0.12007657910558603,2.7939005999999997,9.1156232,0.9354758000000001,0,0,10.08062,0.966321,0.1141054,10.9306204,,40,36,1.0,8.0,0.02908,5
iqp_9q_r3,lasso,4.2470254,0.06432664673990106,1.5452164,0.01341290883067512,0.9378067999999999,0.0012529757379933035,2.735442,0.10195354933497901,8.749773999999999,0.28355639240546143,0.7838484,0.9217002000000001,4.2064842,0.11597580398169277,2.7030694,8.8336422,0.9375883999999999,0,0,10.212,0.9744634,0.10959159999999998,11.5448418,0.6734692,49,45,1.0,9.0,0.01008,5
iqp_9q_r3,ridge,4.246802799999999,0.06318938325937366,1.5443336,0.013773150648998313,0.9378078000000001,0.0012843436845330596,2.7264094,0.10306728572539398,8.7759056,0.26489143265081294,0.7839356,0.9191276,4.199751600000001,0.11215514934366619,2.694848,8.8317154,0.9376908,0,0,10.212,0.9744634,0.10959159999999998,13.0297158,,49,45,1.0,9.0,0.03418,5
oracle,lasso,2.4102764,0.02417557483908102,1.2290798,0.01155921140043736,0.9652101999999999,0.0007687572438683196,2.3580486,0.04346363180637361,2.5652654000000004,0.14004268192876043,0.7787298,0.9714632,2.3898924,0.04812912420042566,2.3344932,2.5588018,0.9650259999999999,0,0,1.3489999999999998,0.7312176,0.519235,4.6802068,0.9666665999999999,6,2,,,0.0038199999999999996,5
oracle,ridge,2.4093586,0.02028402025733556,1.2282864,0.011193290258007242,0.9652201999999999,0.0007060514853748315,2.3576053999999997,0.046007604619236586,2.5629014,0.13295928833406112,0.7787794,0.9713752,2.3854992,0.04053932312212424,2.3343596,2.5416116000000004,0.9650898,0,0,1.3489999999999998,0.7312176,0.519235,4.8255202,,6,2,,,0.01544,5
poly_deg2,lasso,2.7148738,0.9277899159460615,1.193913,0.016944755280026872,0.9612510000000001,0.012442021278715099,2.2022199999999996,0.14120243872716925,4.2330820000000005,4.066053330006322,0.7945116,0.9457723999999998,2.2614975999999998,0.055633715194116,2.1959344,2.4646138,0.9669945999999999,0,0,2.2393799999999997,0.5281134,0.32917260000000004,3.8213182000000003,0.6999998,14,10,,,0.00872,5
poly_deg2,ridge,2.8816402,1.0255064193998007,1.177711,0.01589758255207377,0.9589166,0.013706917589305031,2.1076216,0.14036836946513254,5.1761816000000005,4.419592594670894,0.8047874,0.9310807999999999,2.2096282,0.04740429316211776,2.1004264,2.5495588000000002,0.9677111999999999,0,0,2.2393799999999997,0.5281134,0.32917260000000004,4.1414092,,14,10,,,0.0185,5
poly_deg2_interact,lasso,2.9217326,0.5597207191468797,1.2444882,0.017717726270602616,0.9578792,0.008183557184989917,2.2975588,0.12526884007286085,4.7740990000000005,2.54369405562432,0.7845594,0.9351383999999999,2.4667792,0.06978952830260421,2.2784742000000002,3.0476978,0.9639532,0,0,4.664499999999999,0.4541764,0.2779142,4.1222528,0.76,10,6,,,0.0054600000000000004,5
poly_deg2_interact,ridge,3.1036136,0.8808505922395694,1.2356757999999999,0.019541821939112955,0.9553229999999999,0.012569844310889469,2.2681398,0.13780534605268424,5.5827598,3.8286507324209142,0.7882326,0.9234007999999999,2.4312916,0.04364508133570153,2.2452006,3.0078032,0.9644152,0,0,4.664499999999999,0.4541764,0.2779142,4.3278624,,10,6,,,0.01684,5
poly_deg3,lasso,97.1013336,211.98298203996566,1.1537794,0.04099190391772502,0.8290124000000001,0.3081352992425567,1.8839815999999998,0.35954999834139895,378.9966782,840.5846026931835,0.8268232,0.7984626,1.9036248,0.24908013873390233,1.8664826,2.0190962,0.9722974000000001,0,0,1.27626,0.48693379999999997,0.3145886,3.6474862000000003,0.4882352,34,30,,,0.29296,5
poly_deg3,ridge,106.44329439999998,209.4572665672091,1.0862398,0.09477165876832588,0.7455356,0.28447875564846664,1.4798566,0.2976597365891127,417.44874439999995,829.7918141325347,0.8673321999999999,0.6129626,1.6068052000000002,0.18866644534124227,1.4681896,2.0387416,0.9766387999999999,0,0,1.27626,0.48693379999999997,0.3145886,8.1823124,,34,30,,,0.0268,5
prob_3q_2L,lasso,1.9855725999999998,0.06957408543631734,1.0949478000000001,0.03499988044551003,0.9714394000000001,0.0013164438081437605,1.8302070000000001,0.2529253434009728,2.4455748,0.48748013495290254,0.8326128,0.9650698,1.9675112,0.07989576357166885,1.8243749999999999,2.4122656,0.971307,0,18,4.717239999999999,0.6678272,0.3777754,32.8803774,0.833333,12,8,2.0,3.0,0.0077399999999999995,5
prob_3q_2L,ridge,1.977066,0.07109053581877123,1.0906064,0.0354463449004266,0.971561,0.0013315186818066308,1.8315964,0.2576851366470329,2.4076156,0.49295915891765313,0.8325290000000001,0.9655438000000001,1.9564486000000003,0.07540234591045572,1.825113,2.3653094,0.9714676000000001,0,18,4.717239999999999,0.6678272,0.3777754,35.6543744,,12,8,2.0,3.0,0.0171,5
prob_4q_2L,lasso,2.4303344,0.06919437215048624,1.2104136,0.02250112590071883,0.964906,0.001344981970139376,2.113821,0.12948686417355232,3.3722264,0.24516586949920263,0.8055150000000001,0.9519806000000001,2.4227774,0.07556941095310989,2.0941296,3.436191,0.964535,0,24,7.409319999999999,0.58809,0.3770308,46.324128200000004,0.6599999999999999,20,16,2.0,4.0,0.010199999999999999,5
prob_4q_2L,ridge,2.3419866,0.07216404094353376,1.1774862000000001,0.02724350403674238,0.9662027999999999,0.0012747694693551713,2.0086611999999997,0.1900591009783536,3.3326724,0.46836051962489306,0.8153828000000001,0.951945,2.315054,0.08097407166803464,1.9892872000000001,3.3216115999999998,0.9661372,0,24,7.409319999999999,0.58809,0.3770308,75.80721100000001,,20,16,2.0,4.0,0.01998,5
prob_5q_2L,lasso,2.102409,0.04352311195215709,1.1378322,0.015756450003094002,0.9697417999999999,0.0010028313417519245,2.0746378,0.06563901649704998,2.1848555999999997,0.03848669747198377,0.8079794,0.969027,2.0830222,0.03251696924222804,2.055295,2.1689034,0.9695908,0,30,13.96644,0.6717434,0.26532100000000003,50.072575799999996,0.48333339999999997,36,32,2.0,5.0,0.01334,5
prob_5q_2L,ridge,1.9435414000000002,0.0940286261800098,1.0825424,0.040410092035282515,0.972048,0.0016456943823201413,1.849681,0.19783546837839772,2.2213396,0.23773966866049104,0.8304714000000001,0.9681919999999999,1.8757984,0.09418658006743842,1.8287780000000002,2.0238442,0.9726513999999999,0,30,13.96644,0.6717434,0.26532100000000003,169.481475,,36,32,2.0,5.0,0.02726,5
prob_6q_2L,lasso,2.2281489999999997,0.17574106021075442,1.1583522,0.054486285583621945,0.9678712,0.0028813898903133147,2.0076834000000003,0.22541613647274678,2.8839966,0.11293048218395235,0.8157656,0.9590446,2.2279764,0.18576195674787657,1.9892406,2.9630064000000003,0.9674482000000001,0,36,14.09076,0.7652202,0.295401,56.7160968,0.2264706,68,64,2.0,6.0,0.02036,5
prob_6q_2L,ridge,1.5639842,0.18861172102549728,0.9691042,0.06261449855824124,0.9775769999999999,0.002846125875642151,1.3724522000000001,0.2508965771492309,2.1354973999999998,0.18500504789275352,0.8774502,0.969552,1.516643,0.20447846190736074,1.3657774,1.9841618,0.9779696,0,36,14.09076,0.7652202,0.295401,675.8754006,,68,64,2.0,6.0,0.04592,5
qaoa_10q_p2,lasso,3.8387502,0.1411927848889597,1.4260135999999999,0.033688563939414294,0.9439643999999999,0.0022657305223701954,2.107333,0.17247827394776416,8.9977324,0.1678884911937087,0.853032,0.9228248000000001,3.8039516,0.18264255750454209,2.098859,9.0528158,0.9437538,0,4,11.264700000000001,0.9518438,0.07720679999999999,18.5128826,0.6474576,59,55,86.0,10.0,0.011699999999999999,5
qaoa_10q_p2,ridge,3.8368811999999997,0.13589404160116805,1.4242652,0.031110261806998718,0.9439944,0.0021765232137516757,2.0973914000000002,0.15840619098002448,9.020149,0.1677926152069867,0.854288,0.9211857999999999,3.8007536,0.17850244332585488,2.088712,9.0705528,0.9438015999999999,0,4,11.264700000000001,0.9518438,0.07720679999999999,11.446956799999999,,59,55,86.0,10.0,0.04156,5
qaoa_13q_p2,lasso,3.850834,0.15630252865996755,1.4412108,0.03666840508803186,0.9437838,0.0023874370567618813,2.195689,0.19488444634321128,8.782184599999999,0.22641838560903135,0.8503892000000001,0.924774,3.8238568,0.1939237956780963,2.1892642,8.8555624,0.9434532000000001,0,4,10.80408,0.9629532,0.0615986,17.9110466,0.471579,95,91,113.0,13.0,0.0194,5
qaoa_13q_p2,ridge,3.8490004,0.15272411451961357,1.4399924,0.03454822315691494,0.9438128000000001,0.0023216653936344767,2.1870124,0.17972765696130355,8.800899,0.22371282875597512,0.8515724,0.9231512000000001,3.8208632000000002,0.19020658078836286,2.1807046,8.8690676,0.9434976,0,4,10.80408,0.9629532,0.0615986,11.107552799999999,,95,91,113.0,13.0,0.07092000000000001,5
qaoa_3q_p2,lasso,3.3986428,0.16130695997445366,1.281071,0.0366055028923248,0.9505616,0.002591832807107783,1.9947494,0.22074969232209585,7.581848599999999,0.23817039495768552,0.8445273999999999,0.9006831999999999,3.4455420000000005,0.14526420542411692,2.0052124,7.885994800000001,0.9491872000000001,0,4,4.17028,0.859854,0.0962438,13.6919994,1.0,10,6,23.0,3.0,0.00498,5
qaoa_3q_p2,ridge,3.3989804,0.16539498019982357,1.2781296000000002,0.0325873723135205,0.950554,0.0026498442407054817,1.9789914,0.19469393992828846,7.6298632,0.24428131656186877,0.8458702,0.8995048000000001,3.4429274,0.1411377172863442,1.989187,7.923173199999999,0.9492262,0,4,4.17028,0.859854,0.0962438,14.938369,,10,6,23.0,3.0,0.01672,5
qaoa_4q_p2,lasso,3.7487942000000003,0.17003292843358303,1.3929605999999999,0.03892606358598314,0.9453236,0.002759814903213558,2.1892292,0.2443087620772126,8.395622399999999,0.23974228317257665,0.8411594000000001,0.9046875999999999,3.7390320000000004,0.19783486154366223,2.1853366000000003,8.5265752,0.9447378000000001,0,4,7.72968,0.8726056,0.065249,13.373769,0.9857142,14,10,32.0,4.0,0.00538,5
qaoa_4q_p2,ridge,3.7486746,0.16890096807093802,1.392455,0.03916765985478328,0.945327,0.0027357605889404735,2.187214,0.25053069171361014,8.4015148,0.2595244953442728,0.8415623999999999,0.9042214,3.7395344,0.19951207428699655,2.1837324000000002,8.5341184,0.9447298,0,4,7.72968,0.8726056,0.065249,13.2867988,,14,10,32.0,4.0,0.018260000000000002,5
qaoa_5q_p2,lasso,3.9983952,0.17557131775065074,1.470784,0.04205267718588195,0.9415592,0.0029642289385269135,2.3686264,0.2158532603235356,8.8549992,0.23410948205850213,0.8369218,0.9220181999999999,3.9664552,0.20476389262196606,2.3560304,8.925188799999999,0.9412708000000001,0,4,8.78992,0.9090802,0.086225,13.4805396,0.9578946,19,15,41.0,5.0,0.00594,5
