augmenter_name,model_name,mse_mean,mse_std,mae_mean,mae_std,corr_mean,corr_std,mse_r1_mean,mse_r1_std,mse_r2_mean,mse_r2_std,corr_r1_mean,corr_r2_mean,mse_train_mean,mse_train_std,mse_train_r1_mean,mse_train_r2_mean,corr_train_mean,n_trainable_params,n_random_params,effective_rank,nonlinearity_score,feature_target_alignment,coef_l2_norm,n_features,n_augmented,circuit_depth,qubit_count,wall_clock_mean,n_seeds
unified_IQP_all_cnot_XYZ_2L,ridge,3.8114795999999997,0.040287737902493535,1.4534288,0.019521511947080343,0.9443835999999999,0.0010903973129093541,2.3931804,0.11652415824754968,8.036226599999999,0.2432827578360207,0.7918014,0.9118753999999999,3.76092,0.13229365044664843,2.365166,8.0555968,0.9443894,0,0,5.702859999999999,0.9043066,0.11244260000000002,7.3395054,16,12,16,4,0.020560000000000002,5
unified_IQP_all_cnot_XYZ_2L_2ens,ridge,3.8110957999999995,0.040230245496392446,1.45341,0.019410174162021315,0.9443908000000001,0.001101080469357246,2.3937992,0.11462224926993879,8.032884,0.2319744923553016,0.7917022,0.9120122,3.7609304000000003,0.13220810317941936,2.3656916,8.0541052,0.9443892,0,0,5.702859999999999,0.9043066,0.11244260000000002,6.1498016,28,24,16,4,0.0247,5
unified_IQP_all_cnot_XYZ_2L_3ens,ridge,3.8113348,0.0404567363574968,1.4535356,0.01960035727480493,0.9443866,0.0011022705203351758,2.3951036,0.11700659564016035,8.029912800000002,0.23897219932494237,0.7914732,0.9123621999999999,3.7618929999999997,0.13331973937680797,2.3670904,8.0536866,0.944375,0,0,5.702859999999999,0.9043066,0.11244260000000002,5.5241108,40,36,16,4,0.031120000000000002,5
unified_IQP_all_cnot_XYZ_2ens,ridge,3.9493278000000003,0.04021137479246404,1.4917871999999999,0.007035756263544118,0.9423082,0.0006493271132488278,2.5334347999999998,0.041912458883964394,8.168263399999999,0.22653245467769026,0.7822166,0.9209189999999999,3.9418973999999998,0.0550326743426123,2.5173776,8.3278728,0.9416218000000001,0,0,4.5060400000000005,0.9049674,0.15016279999999999,4.7340472,28,24,12,4,0.02488,5
unified_IQP_all_cnot_XYZ_3L,ridge,4.11454,0.06475362089875777,1.5134852,0.021442766862044608,0.9398199999999999,0.001348550147380498,2.5153986,0.12914671764431343,8.8785466,0.36728060410917485,0.7894272,0.9116046000000001,4.0760212,0.07820866727991213,2.4775318,8.9962514,0.9395714,0,0,4.48232,0.918671,0.1187336,7.9762091999999996,16,12,20,4,0.01996,5
unified_IQP_all_cnot_XYZ_3L_2ens,ridge,4.115258,0.06515158191095578,1.512941,0.021274848648110294,0.9398092,0.001346653333267305,2.511862,0.12838037436267274,8.8919038,0.37081656003366376,0.7896976,0.9110115999999999,4.0742954,0.07720686234914613,2.4741658,8.9995558,0.9395976000000001,0,0,4.48232,0.918671,0.1187336,7.0953094,28,24,20,4,0.025119999999999996,5
unified_IQP_all_cnot_XYZ_3L_3ens,ridge,4.1149692,0.06346889102308333,1.5133752,0.020297384996595006,0.939815,0.0013434089101981802,2.514927,0.12174369955566476,8.8817056,0.3447536115623738,0.789283,0.9114484,4.0742424,0.07680506800856302,2.4769534,8.990914,0.9395984000000001,0,0,4.48232,0.918671,0.1187336,6.552704,40,36,20,4,0.030879999999999998,5
unified_IQP_all_cnot_XYZ_3ens,ridge,3.9498159999999998,0.039508656810881185,1.491787,0.007041737534160165,0.9423007999999999,0.0006488121453856982,2.5333694,0.04187075961575092,8.1703922,0.22318241822374804,0.7822174000000001,0.9208116000000001,3.9415611999999998,0.055159029022454655,2.5173406,8.326622799999999,0.9416270000000001,0,0,4.5060400000000005,0.9049674,0.15016279999999999,4.6560368,40,36,12,4,0.03168,5
unified_IQP_all_cnot_XYZ_rot,ridge,3.2397053999999996,0.05391266767003835,1.3296274000000001,0.023830436909549113,0.9529272000000001,0.001125911053325225,2.3095280000000002,0.1680590523952815,6.0099624,0.45981896241162135,0.7970536,0.9207118000000001,3.2240712,0.046278983715073045,2.3104312,6.0430174,0.9525222,0,24,7.64372,0.806119,0.2312318,10.5634664,16,12,14,4,0.01936,5
unified_IQP_all_cnot_XYZ_rot_2L,ridge,3.2592790000000003,0.0907674963271544,1.3627908,0.012361242684293597,0.9526496,0.0010308202074077364,2.5709462,0.05403189400900178,5.308793,0.4469486805568399,0.7833002,0.9303174000000001,3.241914,0.04908497095343963,2.5492909999999998,5.3801488,0.9522458,0,36,8.93886,0.7964434,0.2619574,10.716948400000001,16,12,19,4,0.02008,5
unified_IQP_all_cnot_XYZ_rot_2L_2ens,ridge,2.9147496,0.10223021642498854,1.2768088,0.016643727413052613,0.9577690000000001,0.001321348553561836,2.2674931999999997,0.0824930480204241,4.8413322,0.5830464972476037,0.7980578,0.9333781999999999,2.8726338,0.07175730508596309,2.2431221999999997,4.8182339999999995,0.9578061999999999,0,72,14.880500000000001,0.8104416000000001,0.2393458,14.4341948,28,24,19,4,0.02474,5
unified_IQP_all_cnot_XYZ_rot_2L_3ens,ridge,2.8284709999999995,0.0754555599740669,1.249293,0.01808837986111532,0.9590436,0.0009954523092544235,2.0975088,0.1517538917365877,5.0035812,0.6782789561594106,0.8112286000000001,0.9302938,2.7758532000000002,0.0650281298377863,2.0775992,4.9345438,0.9592582000000001,0,108,20.11574,0.7893232,0.2332184,15.202685800000001,40,36,19,4,0.032080000000000004,5
unified_IQP_all_cnot_XYZ_rot_2ens,ridge,3.0534475999999997,0.04791922662460231,1.2824154,0.03066967991844717,0.9556950000000001,0.0009384774904066741,2.0812496,0.2042170026866029,5.9484566,0.5943266764232447,0.8127015999999999,0.9195322000000001,3.00217,0.06511313873942787,2.0797309999999998,5.8496196,0.9558696,0,48,12.989859999999998,0.7778501999999999,0.1996446,18.3506982,28,24,14,4,0.024820000000000002,5
unified_IQP_all_cnot_XYZ_rot_3L,ridge,3.2961458,0.054171011119416905,1.3623386,0.011343827585960588,0.9521103999999999,0.0006244904322725694,2.509028,0.054783762744995745,5.6410406,0.2205901447884739,0.7822164,0.9265882,3.2992421999999997,0.0649783724457608,2.4936112,5.781159000000001,0.9513802,0,48,9.28038,0.7594162,0.24568660000000003,7.444772,16,12,24,4,0.01958,5
unified_IQP_all_cnot_XYZ_rot_3L_2ens,ridge,2.8032608,0.026524904235453922,1.255782,0.0204362115985326,0.9594094,0.0008645191148841063,2.2119532,0.10756978555895695,4.5640084000000005,0.22503641458506227,0.8014087999999999,0.9356644,2.7597180000000003,0.04198849576967497,2.2012076,4.4812666,0.9595032,0,96,16.6224,0.791931,0.2378654,9.488513000000001,28,24,24,4,0.025119999999999996,5
unified_IQP_all_cnot_XYZ_rot_3L_3ens,ridge,2.7094006,0.083615514492228,1.2234072,0.03580389372261066,0.9607972,0.0015461772860833152,2.0501964,0.2208997743509485,4.6714534,0.3615535714403883,0.8159981999999999,0.9331278000000001,2.6387324,0.11038026529366564,2.0435354,4.4752948,0.9613166,0,144,22.17406,0.7959526,0.21232579999999998,11.0153958,40,36,24,4,0.03182,5
unified_IQP_all_cnot_XYZ_rot_3ens,ridge,3.023079,0.05686832132655226,1.2747271999999998,0.036226119730106324,0.956145,0.0010357876230192792,2.0669712000000002,0.22280850774869437,5.8698212,0.6260077561414075,0.8138424000000001,0.920303,2.9579988,0.08863400830775975,2.0682242,5.7045074,0.9565366000000001,0,72,16.53522,0.8040682,0.189029,15.7817774,40,36,14,4,0.031779999999999996,5
unified_IQP_all_cnot_Z+ZZ,ridge,3.6461504,0.06577117429619136,1.432862,0.012912756173644738,0.9468540000000001,0.0013374245773126996,2.4174344,0.06839434598561518,7.307355799999999,0.2419173779200246,0.7897641999999999,0.9178523999999999,3.615271,0.08664366120784585,2.403276,7.3461158,0.9465958000000001,0,0,5.08298,0.8935320000000001,0.29583839999999995,9.69326,14,10,12,4,0.019700000000000002,5
unified_IQP_all_cnot_Z+ZZ_2L,ridge,3.6187644,0.07899853457375017,1.4265678,0.018016009510987765,0.9472708000000001,0.0015967470682609944,2.418649,0.08756368466150789,7.194745,0.2932239346992327,0.7900476000000001,0.9202906000000001,3.5903034,0.08645155907674537,2.4066886,7.2342976,0.9469714,0,0,5.0713,0.8951191999999999,0.2834858,8.804072999999999,14,10,16,4,0.02004,5
unified_IQP_all_cnot_Z+ZZ_2L_2ens,ridge,3.619005,0.07989203897135189,1.4266816,0.018037939247597064,0.9472662,0.0016143643331045226,2.4183988,0.08680627458427181,7.196495799999999,0.2955248811195092,0.7899200000000001,0.920524,3.5907732,0.08659171668929995,2.4065666,7.236738,0.9469646,0,0,5.0713,0.8951191999999999,0.2834858,6.9037936,24,20,16,4,0.02292,5
unified_IQP_all_cnot_Z+ZZ_2L_3ens,ridge,3.6186096,0.07984980997660548,1.4264934,0.018091811747307205,0.9472720000000001,0.001614088442434327,2.418743,0.08693351111050317,7.1938834,0.29486739029655357,0.7898761999999999,0.920293,3.5903036,0.08646573883799298,2.4069612,7.233591799999999,0.946972,0,0,5.0713,0.8951191999999999,0.2834858,6.212174,34,30,16,4,0.030000000000000006,5
unified_IQP_all_cnot_Z+ZZ_2ens,ridge,3.647989,0.06611022558954102,1.4330626,0.012789048666730491,0.9468282,0.0013195047176876643,2.4179074,0.06797501514012338,7.313235400000001,0.24571946132490177,0.7896738,0.9179080000000001,3.6159698,0.08692795195275217,2.4037598,7.347443200000001,0.9465854,0,0,5.08298,0.8935320000000001,0.29583839999999995,7.4957888,24,20,12,4,0.023280000000000002,5
unified_IQP_all_cnot_Z+ZZ_3L,ridge,3.6443512,0.06685276608862196,1.4328150000000002,0.012389228527232895,0.9468837999999999,0.0013358050756004773,2.41791,0.06962987869083208,7.298762399999999,0.2451500438737469,0.7895904,0.9185513999999999,3.618506,0.08461719874529065,2.4054034,7.3528548,0.9465454,0,0,4.99746,0.8605316000000001,0.3520602,7.474516200000001,14,10,20,4,0.01958,5
unified_IQP_all_cnot_Z+ZZ_3L_2ens,ridge,3.6444414000000003,0.06681518156302506,1.4326878,0.012618355883394612,0.9468816,0.0013477775409911031,2.4178136,0.06882073067978849,7.2994522,0.24182466616579892,0.7894856,0.9184024000000001,3.6182194,0.08522719169842455,2.4051676,7.3524504,0.9465502000000001,0,0,4.99746,0.8605316000000001,0.3520602,6.094763,24,20,20,4,0.0233,5
unified_IQP_all_cnot_Z+ZZ_3L_3ens,ridge,3.64435,0.06629056343100428,1.4324966,0.012586119350300119,0.946883,0.0013427916815351069,2.4179198,0.0690099891044768,7.2987562,0.23892719845844254,0.7894606,0.91813,3.6177188,0.0850952019987026,2.4053232,7.349925799999999,0.9465579999999999,0,0,4.99746,0.8605316000000001,0.3520602,5.5988006,34,30,20,4,0.02894,5
unified_IQP_all_cnot_Z+ZZ_3ens,ridge,3.6477565999999997,0.06740512416574856,1.4331562,0.01293942455057412,0.9468306,0.0013501923196345023,2.4177641999999997,0.06815255401817308,7.312781200000001,0.2467819865259617,0.789593,0.9181621999999999,3.6166297999999997,0.08697546574293254,2.4036642,7.350565399999999,0.9465754000000001,0,0,5.08298,0.8935320000000001,0.29583839999999995,6.470632,34,30,12,4,0.03038,5
unified_IQP_all_cnot_Z+ZZ_rot,ridge,3.1181618,0.028755280779362718,1.3186852,0.01767929426476069,0.9547404,0.0008979923719052473,2.3346332,0.11853785593303087,5.4515262,0.32228531145353195,0.7924178,0.9253921999999999,3.0897368,0.027912015015043385,2.3133132,5.4837276,0.9545396,0,24,7.02328,0.8069478,0.21771980000000002,11.255663799999999,14,10,14,4,0.01968,5
unified_IQP_all_cnot_Z+ZZ_rot_2L,ridge,3.4289795999999995,0.034737344764676575,1.3854153999999999,0.013487672438193281,0.9501172,0.0009666492124860793,2.5189004,0.06324909462039757,6.1403418,0.1761689452562511,0.7851502,0.9197089999999999,3.4332342,0.04662245332133439,2.4980964,6.3121274,0.9493525999999999,0,36,8.112979999999999,0.7858372,0.22749860000000002,7.633039800000001,14,10,19,4,0.01978,5
unified_IQP_all_cnot_Z+ZZ_rot_2L_2ens,ridge,3.0326562,0.09105818432848309,1.306419,0.018860600759254685,0.9560142,0.0012638505449617146,2.3145575999999997,0.06771270225223629,5.1712058,0.4204407706618139,0.7918192,0.9281140000000001,2.9996313999999997,0.06209253800014954,2.2993192000000002,5.1572244,0.9558989999999999,0,72,14.84296,0.802487,0.2015632,10.9281418,24,20,19,4,0.02256,5
unified_IQP_all_cnot_Z+ZZ_rot_2L_3ens,ridge,2.9024816,0.07002917935260984,1.2763124000000001,0.020242346351152057,0.9579428,0.0012218474536536891,2.2199946,0.11706684113488318,4.9344862,0.3778296654971655,0.7993083999999999,0.9309512,2.8400364,0.04653915528133273,2.2026678,4.803259,0.9582955999999999,0,108,18.85358,0.7784148,0.20630959999999998,11.7944328,34,30,19,4,0.02908,5
unified_IQP_all_cnot_Z+ZZ_rot_2ens,ridge,2.9405571999999998,0.035384042423103786,1.2784436,0.019505129333075483,0.957368,0.001028693345949142,2.2530311999999997,0.11189493911120377,4.9880782,0.28537064627462977,0.7968518,0.9317958000000001,2.9243596,0.04816369557353323,2.2336669999999996,5.0540254,0.9570306000000001,0,48,12.3691,0.777105,0.1889724,13.9430702,24,20,14,4,0.023020000000000002,5
unified_IQP_all_cnot_Z+ZZ_rot_3L,ridge,3.6115969999999997,0.07022708267826601,1.4204941999999998,0.014993114943199697,0.9473808,0.0007192865910052741,2.693711,0.04777933916977088,6.3464984,0.20887660698316657,0.7778335999999999,0.9192396,3.6236004,0.033980244139793905,2.6850588,6.51223,0.9464682,0,48,8.308580000000001,0.716086,0.285472,7.877443599999999,14,10,24,4,0.019700000000000002,5
unified_IQP_all_cnot_Z+ZZ_rot_3L_2ens,ridge,3.1217724000000002,0.11255831425221335,1.3226262,0.017453154319492,0.9546936,0.0014074545463353444,2.4146402,0.06702868063150291,5.2273084,0.38960835114868875,0.7872250000000001,0.9277380000000001,3.1051928,0.08203568773527777,2.3955694000000003,5.2908948,0.9543094,0,96,15.507,0.7894536000000001,0.20605060000000003,9.765381999999999,24,20,24,4,0.023039999999999998,5
unified_IQP_all_cnot_Z+ZZ_rot_3L_3ens,ridge,2.9284086,0.031095629054579185,1.2765816,0.016853480124294825,0.9575618,0.00046617453812926925,2.2319588,0.12276041986609529,5.0011318000000005,0.463488190455485,0.8000958,0.9298304,2.900905,0.03403121885122549,2.2066802,5.0408596,0.9573856,0,144,20.245820000000002,0.7884586,0.1933982,10.6085298,34,30,24,4,0.02944,5
unified_IQP_all_cnot_Z+ZZ_rot_3ens,ridge,2.799229,0.06259800966883848,1.2289946,0.039183403754650986,0.9594604,0.0013891734232989277,2.0223436,0.24290326410589871,5.1114744000000005,0.48513907586052074,0.8187908,0.9288890000000001,2.7572218,0.09210934060777985,1.9966263999999998,5.1052722,0.9595472,0,72,17.30014,0.7976243999999999,0.1934468,16.0206594,34,30,14,4,0.028300000000000002,5
unified_IQP_all_cnot_full,ridge,3.4021605999999998,0.14530424062394043,1.3685649999999998,0.041616151053407116,0.9504912000000001,0.002563697466550975,2.1571664,0.18943146408345168,7.1111192,0.19876920638443982,0.8114862,0.9130689999999999,3.3593496000000003,0.16731574656708195,2.1363662000000003,7.1259879999999995,0.9504798000000001,0,0,9.08464,0.9367008,0.11695219999999999,12.8551586,34,30,12,4,0.030320000000000003,5
unified_IQP_all_cnot_full_2L,ridge,3.190059,0.10029401020998205,1.3284916,0.03210905217847459,0.9536684000000001,0.001783559446724447,2.3085728,0.15666788838559115,5.815326000000001,0.22049810365964595,0.7964392,0.9257984,3.1521724,0.135175096533348,2.297288,5.7855702,0.9536056,0,0,10.804120000000001,0.9231364,0.1240552,9.5560354,34,30,16,4,0.02868,5
unified_IQP_all_cnot_full_2L_2ens,ridge,3.1922222,0.10357034560722482,1.3305798,0.03225712988937485,0.9536374000000001,0.0018478995643703153,2.32089,0.15584228354172702,5.787273000000001,0.21812522464286418,0.7950452,0.9269898,3.156953,0.1380202390394251,2.3096756,5.76657,0.9535346,0,0,10.804120000000001,0.9231364,0.1240552,6.8032722,64,60,16,4,0.04586,5
unified_IQP_all_cnot_full_2L_3ens,ridge,3.1910516,0.10245860850997342,1.32969,0.03227652187736468,0.9536543999999999,0.0018253905883399148,2.3162576,0.15678351801544702,5.7963906000000005,0.21953256120516582,0.7954782,0.9265829999999999,3.154856,0.13704589316721608,2.3050198,5.7725098,0.9535662,0,0,10.804120000000001,0.9231364,0.1240552,6.2476208,94,90,16,4,0.08521999999999999,5
unified_IQP_all_cnot_full_2ens,ridge,3.4089036,0.14710235449101428,1.371161,0.041797580940767444,0.9503912,0.0026021724001303354,2.1718102000000004,0.19363482431293189,7.094108799999999,0.1763435381994475,0.8100664,0.9138292,3.3635114,0.17061808302257989,2.1505935999999997,7.099411599999999,0.9504174000000001,0,0,9.08464,0.9367008,0.11695219999999999,9.5482636,64,60,12,4,0.04736,5
unified_IQP_all_cnot_full_3L,ridge,3.4818379999999998,0.10229674653673,1.4007306,0.023703507626509655,0.9493138,0.0019168242485945264,2.2968028,0.13564619396319227,7.011908,0.31080782348502756,0.7978196000000001,0.9176428,3.4248801999999996,0.11438772457611006,2.280758,6.9465656,0.9494856,0,0,8.79076,0.9223752000000001,0.1433298,10.3099718,34,30,20,4,0.029720000000000003,5
unified_IQP_all_cnot_full_3L_2ens,ridge,3.4819718,0.10565662416857734,1.4012158,0.025495040207852142,0.9493102,0.001965909000945871,2.3012889999999997,0.14547639134065726,6.9990966,0.3314353048745714,0.7973549999999999,0.9184876,3.4317860000000002,0.12209893293759773,2.2855514,6.9592298,0.949382,0,0,8.79076,0.9223752000000001,0.1433298,6.9003122,64,60,20,4,0.04596,5
unified_IQP_all_cnot_full_3L_3ens,ridge,3.4781456,0.1048648427777394,1.4008332,0.0250922227433123,0.9493688,0.0019736383153962293,2.3031928,0.13938332454852687,6.9782846,0.2880405591532207,0.7971164,0.9187993999999999,3.4301754000000004,0.11975891809923801,2.287519,6.9471524,0.9494060000000001,0,0,8.79076,0.9223752000000001,0.1433298,6.1589062,94,90,20,4,0.08644,5
unified_IQP_all_cnot_full_3ens,ridge,3.412086,0.15517658031900314,1.372887,0.043552803962546426,0.9503444,0.0027139873433750486,2.1814462,0.19864404681917866,7.0782116,0.2056754955744606,0.8090918,0.9147041999999999,3.369468,0.17472329980715218,2.160449,7.092879999999999,0.9503286,0,0,9.08464,0.9367008,0.11695219999999999,7.0042653999999995,94,90,12,4,0.08209999999999999,5
unified_IQP_all_cnot_full_rot,ridge,2.789338,0.09066282721711241,1.2316956,0.04281647904487243,0.9596045999999999,0.0018069143034465998,2.03649,0.25841768931808823,5.030272999999999,0.39962342404631374,0.8183170000000001,0.9309557999999999,2.7182526,0.1126978657663933,2.0266334,4.853692199999999,0.9601298,0,24,17.851,0.8047167999999999,0.20603500000000002,16.3620036,34,30,14,4,0.02898,5
unified_IQP_all_cnot_full_rot_2L,ridge,2.71578,0.030869462920498074,1.2276582,0.02359198386528777,0.9607018,0.00097224544226243,2.0425934,0.1786589633751971,4.7194802000000005,0.4026482980476882,0.8161182,0.9334906000000001,2.6878382000000003,0.06805603153064393,2.0346924,4.7048948,0.9605826000000001,0,36,20.7501,0.8044352,0.20906180000000002,13.331452200000001,34,30,19,4,0.028759999999999997,5
unified_IQP_all_cnot_full_rot_2L_2ens,ridge,2.5239833999999997,0.06766179952750279,1.1762926,0.03582658960604541,0.9635301999999999,0.0014178766518989348,1.894331,0.24934621379218885,4.3976988,0.48337382366828685,0.8292428,0.9376865999999999,2.449721,0.10803096608843225,1.8784596,4.215318999999999,0.9641468,0,72,32.36716,0.8042583999999999,0.21229979999999998,14.772372999999998,64,60,19,4,0.047,5
unified_IQP_all_cnot_full_rot_2L_3ens,ridge,2.287463,0.13997313166104403,1.1068846,0.05557388605091422,0.9669958,0.0023379372746077085,1.6655624,0.288878017532141,4.1390218,0.32483210731576395,0.8519626,0.9409688,2.1962494,0.16649715349758978,1.645463,3.8981429999999997,0.9679285999999999,0,108,40.78064,0.8007396,0.20772960000000001,22.2297114,94,90,19,4,0.08726,5
unified_IQP_all_cnot_full_rot_2ens,ridge,2.3766312,0.16336671406287145,1.1241344000000002,0.06277460592309597,0.9656840000000001,0.002687442743576118,1.6876774,0.3052798659186355,4.4278996,0.2544376901547804,0.849774,0.93764,2.2965438000000002,0.18596390542441296,1.6824584000000002,4.1928908,0.9664412,0,48,26.9925,0.7699592,0.20324360000000002,19.2632296,64,60,14,4,0.04718,5
unified_IQP_all_cnot_full_rot_3L,ridge,2.8804092,0.032761272894989896,1.2733782,0.015565842257969812,0.9582788000000001,0.0007465304414422702,2.2035267999999997,0.1214110930051287,4.89559,0.3921886819236373,0.8022781999999999,0.9321216,2.8439612,0.023819040213660967,2.1800082,4.8918946,0.9582390000000001,0,48,21.12826,0.7839446000000001,0.2089996,10.4478852,34,30,24,4,0.02828,5
unified_IQP_all_cnot_full_rot_3L_2ens,ridge,2.5545424,0.09709941014393439,1.1860810000000002,0.041850965884911225,0.9630858,0.0017718562864973018,1.9294712,0.2464375927100003,4.4154512,0.36510564616655844,0.826437,0.9373775999999999,2.4795434,0.11905745050310786,1.8988202,4.273905999999999,0.9637072,0,96,35.480540000000005,0.8104760000000001,0.2151884,13.256784200000002,64,60,24,4,0.04452,5
unified_IQP_all_cnot_full_rot_3L_3ens,ridge,2.3594114,0.13875421068313565,1.113301,0.04413505536985311,0.9659435999999999,0.0023448290556029885,1.6594425999999998,0.21243309929787307,4.4433768,0.1666502700243836,0.8518768,0.9363024,2.1828728,0.1375509187799195,1.6372537999999999,3.8676786,0.9681242000000001,0,144,44.46798,0.8123514000000001,0.1987884,28.790022399999998,94,90,24,4,0.07756,5
unified_IQP_all_cnot_full_rot_3ens,ridge,2.2861994,0.16165545700748868,1.0969555999999998,0.06198778699308433,0.9670178,0.0025881628039982328,1.6062532,0.301713488515512,4.3111684,0.27687991328787287,0.8577336000000001,0.9385988,2.1602302,0.19981965270888663,1.5951326,3.9064604000000003,0.9684664,0,72,35.78604,0.7959968,0.19851259999999998,20.730044799999998,94,90,14,4,0.08038,5
unified_IQP_all_cnot_prob,ridge,3.575337,0.07632311318663572,1.4143694,0.01730223794195423,0.9479152,0.0015620568811666004,2.3783008,0.08292539683776003,7.142213,0.25876316028465085,0.7924576,0.9167760000000001,3.5341025999999998,0.10094079876987301,2.3663834,7.1284386,0.9478251999999999,0,0,6.328139999999999,0.898021,0.2121756,29.9048272,20,16,12,4,0.02128,5
unified_IQP_all_cnot_prob_2L,ridge,3.575337,0.07632311318663572,1.4143694,0.01730223794195423,0.9479152,0.0015620568811666004,2.3783008,0.08292539683776003,7.142213,0.25876316028465085,0.7924576,0.9167760000000001,3.5341025999999998,0.10094079876987301,2.3663834,7.1284386,0.9478251999999999,0,0,6.328139999999999,0.898021,0.2121756,29.9048272,20,16,16,4,0.02144,5
unified_IQP_all_cnot_prob_2L_2ens,ridge,3.5766742000000002,0.07971056876098687,1.414849,0.017500226955671105,0.9478962,0.001583763618725955,2.3800626,0.08358336174622313,7.142315399999999,0.278136034069302,0.7923514,0.91755,3.5382288,0.10263175507950731,2.3680816,7.1402462,0.9477618,0,0,6.328139999999999,0.898021,0.2121756,19.656951799999998,36,32,16,4,0.0306,5
