augmenter_name,model_name,mse_mean,mse_std,mae_mean,mae_std,corr_mean,corr_std,mse_r1_mean,mse_r1_std,mse_r2_mean,mse_r2_std,corr_r1_mean,corr_r2_mean,mse_train_mean,mse_train_std,mse_train_r1_mean,mse_train_r2_mean,corr_train_mean,n_features,n_augmented,circuit_depth,qubit_count,wall_clock_mean,n_seeds
learned_rff_10,ols,1.7493078,0.2106291231636785,1.01198,0.0797225598968071,0.974861,0.003268574918829342,1.5252022,0.35052011228273333,2.4151366,0.42448427541936096,0.8634755999999999,0.9655543999999999,1.636685,0.23645975295174435,1.5120596,2.022053,0.9761874,14,10,,,0.0014399999999999999,5
learned_rff_10,ridge,1.7403176000000002,0.22570109822683634,1.0141028,0.07898530042482588,0.9749924,0.003487963058863995,1.537728,0.34376921926999227,2.3423848,0.3350323011527395,0.8622799999999999,0.966587,1.6405152,0.23762848041996146,1.5254666000000001,1.9975378,0.9761312,14,10,,,0.01864,5
learned_rff_15,lasso,1.6703696000000001,0.24038992222803351,1.000905,0.07927978603338938,0.9760104000000001,0.00368403356390792,1.5017746,0.3451197400349624,2.171632,0.12066969417587835,0.8659928000000001,0.9690908,1.5961708,0.2508955630520397,1.4896336,1.9289307999999998,0.9768048,19,15,,,0.02402,5
learned_rff_15,ols,1.7969572,0.30829824411793194,0.9888438,0.07896519754106865,0.9741742,0.004649783296025753,1.426426,0.3118627813967227,2.8995588,0.494921828931297,0.8731574,0.9590476000000001,1.5571144000000001,0.23224499773579624,1.4135052,2.0026998,0.9773756,19,15,,,0.00182,5
learned_rff_15,ridge,1.7069852,0.2716573807384957,0.9933368,0.08013050907238765,0.9754754,0.004141756004402031,1.4534898,0.32504295756899587,2.461974,0.1418494345617917,0.8705577999999999,0.9650318,1.5681602,0.23696963738989854,1.4402102,1.966554,0.9772131999999999,19,15,,,0.020700000000000003,5
learned_rff_21,lasso,1.6075994000000002,0.24495335652793165,0.987658,0.08401647450351624,0.9769251999999999,0.003705866929613079,1.4696384,0.35758579112752786,2.0169454,0.13467190840817544,0.8687377999999999,0.9712486,1.5505302,0.2751572784694237,1.458399,1.8379792000000001,0.9774808,25,21,,,0.01838,5
learned_rff_21,ols,2.4125936,1.3974666700112386,0.9734216,0.0747263203282485,0.9661522,0.01818846970473327,1.3628078000000001,0.2893478464101642,5.5250205999999995,5.8038619061666,0.879011,0.9320354,1.4920906,0.24817646705378818,1.3518168,1.9248255999999997,0.9783356,25,21,,,0.00248,5
learned_rff_21,ridge,1.6008494,0.24225828585478773,0.9748569999999999,0.08270980748980133,0.9770192,0.003673624395607149,1.4066471999999999,0.3376545990804805,2.1783202,0.20137307618497563,0.8747154,0.9689914,1.5137178,0.2662412490406023,1.3963314,1.8785401999999998,0.9780200000000001,25,21,,,0.0223,5
learned_rff_30,lasso,1.5469092,0.2725930354203863,0.9701516,0.09083285992304771,0.9778,0.004086629601517629,1.4149230000000002,0.3724651624400596,1.9393366,0.09259409812077656,0.8737902,0.9724902,1.4908074,0.2985551659849483,1.4062998,1.7542871999999998,0.9783626,34,30,,,0.0256,5
learned_rff_30,ols,2.686887,1.267755845587588,0.9392267999999999,0.05453485723553327,0.9621746,0.017354993411119395,1.2247336,0.1823574439892707,7.053111200000001,4.924792037342562,0.8918893999999999,0.913168,1.382995,0.20121527810655931,1.2141629999999999,1.901558,0.979935,34,30,,,0.00344,5
learned_rff_30,ridge,1.6069802,0.32284789379783785,0.9586131999999999,0.0910167440128463,0.9769382,0.004835540114609752,1.353831,0.35884474081209555,2.3645810000000003,0.6430648237335798,0.8794816000000001,0.9668265999999999,1.4552956,0.29518109430703726,1.347121,1.7923335999999999,0.9788798,34,30,,,0.02582,5
learned_rff_50,lasso,1.5288144,0.27641849611648633,0.9656933999999999,0.093697185861156,0.9780637999999999,0.004127533306952245,1.4125846,0.37803188951899286,1.873788,0.12170800645602571,0.873856,0.9733252,1.4793846,0.3087801936722949,1.4032924,1.7168033999999999,0.9785278,54,50,,,0.02626,5
learned_rff_50,ols,837.2909802,1541.8882562524357,1.191738,0.426586341028402,0.5770962,0.4141210769318558,1.1521292,0.08726504275309782,3367.3577040000005,6227.089577507898,0.8985989999999999,0.49591620000000003,1.2846728,0.12191430363456122,1.1367826,1.7383198,0.9813656,54,50,,,0.00586,5
learned_rff_50,ridge,1.5180384,0.2574369239188505,0.9504583999999999,0.08926973702380896,0.9782173999999999,0.0038621043875069214,1.3442496,0.3424012691620754,2.0345838,0.14291738173224416,0.8802859999999999,0.971097,1.4280149999999998,0.2873077035183707,1.3327444,1.7229256,0.9792784000000001,54,50,,,0.03296,5
learned_rff_6,lasso,1.9469927999999999,0.14653121140289546,1.084139,0.04057074243220101,0.9720181999999999,0.002029247077119993,1.8253844000000001,0.21604735090206498,2.307438,0.30098430323357395,0.833808,0.9671034000000001,1.8630796,0.13814268113729378,1.8091318,2.0336678,0.9728742,10,6,,,0.01492,5
learned_rff_6,ols,2.4990226,1.3355229651435425,1.0840382,0.045915400446908936,0.9646132,0.017866751375110117,1.8195766,0.22174834621547912,4.5115762,4.938332180944666,0.8343119999999999,0.9430173999999999,1.8503737999999998,0.1343004915467549,1.8046756000000002,1.9952606,0.9730608000000001,10,6,,,0.00114,5
learned_rff_6,ridge,2.0562177999999998,0.3728479238271282,1.0828212000000002,0.04282371070680344,0.9704764000000001,0.0051763858820609715,1.8204087999999998,0.22564513957362342,2.7551974,1.1480793747626077,0.8343206000000001,0.9613472,1.8546818000000003,0.13654376753883715,1.8057026,2.0104632000000002,0.9729974,10,6,,,0.01782,5
mlp_10,lasso,1.1915642,0.17108702052376734,0.8629986000000001,0.05792706262447628,0.9829526,0.0025375882841784953,1.1311822,0.16746333363963592,1.371509,0.18987163091546874,0.9003888,0.980499,1.1315618,0.17935185429401057,1.0987434,1.2328578000000001,0.9836067999999999,14,10,,,0.058539999999999995,5
mlp_10,ols,1.1732208,0.1340692264641666,0.8553284,0.04109899550232342,0.983216,0.002016245148785246,1.0940178,0.08717857088585476,1.4090986,0.2780824270918607,0.9037018,0.9799680000000001,1.1116754,0.13538747062708575,1.0617826000000001,1.2635358,0.9838950000000001,14,10,,,0.0013599999999999999,5
mlp_10,ridge,1.1934087999999998,0.17272553346769548,0.8633215999999999,0.05805130953131029,0.9829258,0.0025616821036186423,1.1307644,0.16692109159809615,1.3800865999999998,0.1984400156175664,0.9004338000000001,0.9804012,1.1316060000000001,0.1791671130899865,1.09781,1.2358598,0.983606,14,10,,,0.018719999999999997,5
mlp_15,lasso,1.2767366,0.3738139310797552,0.8873932,0.12128370761854208,0.9817114,0.005473706175892178,1.2371682,0.421718910008432,1.394314,0.26944364907527507,0.8898795999999999,0.9802034000000001,1.218395,0.40570067905107077,1.2174978,1.2235445999999999,0.9823426,19,15,,,0.0841,5
mlp_15,ols,1.277704,0.3736757900219119,0.8873530000000001,0.12140630375520049,0.9816980000000001,0.005471564721357121,1.2363966000000002,0.42108912467825615,1.4004401999999998,0.2749343500605191,0.8899486,0.980118,1.2177592000000002,0.40545772676161934,1.2166772,1.2234479999999999,0.982352,19,15,,,0.0019,5
mlp_15,ridge,1.2771248,0.37257333887665656,0.8873474,0.12085321259817633,0.9817067999999999,0.005454453290660759,1.236805,0.4209637021745461,1.396931,0.26919338457510433,0.8899158,0.9801683999999999,1.218718,0.4060462066643401,1.2172040000000002,1.2257254,0.982338,19,15,,,0.02084,5
mlp_21,lasso,1.2792942,0.37301589333123597,0.8883798,0.1194757425994917,0.981676,0.005463815196362341,1.2366348,0.41772324337017686,1.4061835999999999,0.26849138132871236,0.889982,0.9800298,1.2205426,0.4069661945921306,1.2116126,1.2503604,0.9823107999999999,25,21,,,0.060439999999999994,5
mlp_21,ols,1.2745663999999999,0.37343252413227224,0.8878498,0.11983855705573232,0.9817452,0.005469308704032017,1.2358124,0.4164382435377423,1.3898693999999998,0.26448569902983415,0.8900311999999999,0.980278,1.2143772,0.4009605256633127,1.2090703999999999,1.2331268,0.982401,25,21,,,0.0024000000000000002,5
mlp_21,ridge,1.280471,0.37149551682220877,0.8876886,0.11981205661910654,0.98166,0.005438993748847303,1.2347860000000002,0.4165135461224521,1.4163143999999999,0.2796622894211874,0.8901188,0.9799074000000001,1.215865,0.40207509062052077,1.2094262,1.2380496,0.9823792000000001,25,21,,,0.02208,5
mlp_30,lasso,1.2876528,0.3622298862796939,0.8876023999999999,0.11800345474307103,0.9815578,0.005300474950417186,1.2342218,0.4155633004166754,1.446537,0.2778278125296314,0.8901764,0.979482,1.2062393999999999,0.3929985118296252,1.2040785999999999,1.2158495999999999,0.9825184,34,30,,,0.10917999999999999,5
mlp_30,ols,1.2846292,0.36856105377630444,0.8880124,0.1191557982319786,0.9815988000000001,0.005395698814796819,1.2360222,0.4165569882029348,1.4291618,0.2774693604223717,0.890002,0.9797116000000001,1.2013984,0.3877991870998442,1.2018622,1.2028231999999999,0.9825891999999999,34,30,,,0.00346,5
mlp_30,ridge,1.285625,0.3637758110010889,0.8876860000000001,0.11843941097033532,0.9815851999999999,0.005326359141101911,1.2345376,0.4159030904198717,1.437552,0.27052527888443245,0.8901479999999999,0.9796132,1.2060666,0.391661868867522,1.2042456000000001,1.2147000000000001,0.982521,34,30,,,0.02594,5
mlp_50,lasso,1.2918846,0.3718010489607312,0.8878674,0.12023415982490174,0.9814970000000001,0.005435087809778248,1.2422574,0.415324856230999,1.4393108,0.3239964529453988,0.889415,0.9795784,1.193633,0.41484918157988454,1.1949138,1.191976,0.9827045999999999,54,50,,,0.23040000000000002,5
mlp_50,ols,1.2757266,0.375138558944292,0.8874945999999999,0.12058377014880567,0.9817254,0.005494364867753125,1.2440774,0.4134052409915724,1.3698456,0.2761491671113639,0.8892443999999999,0.9805368,1.1858658,0.4084067739456583,1.191118,1.1720188,0.9828178,54,50,,,0.00594,5
mlp_50,ridge,1.2858775999999998,0.37248844612188975,0.8877252,0.12015991560707759,0.9815813999999999,0.00544939430579216,1.2415924,0.4140871149677323,1.4174849999999999,0.30249037251869687,0.8894819999999999,0.9798876,1.1934566,0.4129810712826921,1.1945830000000002,1.192329,0.9827069999999999,54,50,,,0.03306,5
mlp_6,lasso,1.5592380000000001,0.39113213460926477,0.9511148,0.14074468957193378,0.9776136000000001,0.0058215877816966575,1.4311484,0.5124446633894238,1.9377946000000001,0.6923371369887649,0.8711584,0.972647,1.4330208,0.4417253985732539,1.4130688,1.4954202,0.9792192,10,6,,,0.01728,5
mlp_6,ols,1.5570678,0.3944886684896031,0.9503126,0.14160035553733608,0.9776456,0.005871320575475314,1.4257302,0.5171472248786606,1.9452618000000002,0.6959107378656403,0.871566,0.9725818,1.430936,0.4428961158742533,1.4072926,1.5045268,0.9792488,10,6,,,0.00112,5
mlp_6,ridge,1.5617892000000002,0.3911790078860316,0.951125,0.1407695221097238,0.9775805999999999,0.005820826513477273,1.4312619999999998,0.5121105881491809,1.9475704,0.7153796759629113,0.8710988000000001,0.9725415999999999,1.4330984,0.44157193940432854,1.413127,1.4956328,0.9792175999999999,10,6,,,0.01776,5
oracle,lasso,2.4102764,0.02417557483908093,1.2290798,0.011559211400437322,0.9652101999999999,0.0007687572438683076,2.3580486,0.0434636318063735,2.5652654000000004,0.1400426819287606,0.7787298,0.9714632,2.3898924,0.04812912420042559,2.3344932,2.5588018,0.9650259999999999,6,2,,,0.00426,5
oracle,ols,2.4077156,0.018821745623081858,1.227721,0.010556352234555299,0.9652454,0.0006752994150745277,2.355528,0.04570829331204574,2.5625398,0.13393749422099843,0.7790504,0.9713752,2.3848005999999997,0.0397179286192018,2.3321296,2.5456338,0.9651,6,2,,,0.0009000000000000001,5
oracle,ridge,2.4093586,0.020284020257335486,1.2282864,0.011193290258007242,0.9652201999999999,0.0007060514853747889,2.3576053999999997,0.04600760461923664,2.5629014,0.13295928833406118,0.7787794,0.9713752,2.3854992,0.04053932312212412,2.3343596,2.5416116000000004,0.9650898,6,2,,,0.02102,5
reservoir_3x3_zz,lasso,1.7742058,0.20181739994782413,1.0351984,0.07245248164348829,0.9745035999999999,0.003165422846951121,1.6317436,0.327566453707946,2.1968620000000003,0.17651892398408742,0.8520293999999999,0.9686234,1.74253,0.22138466674207583,1.6276927999999997,2.1000951999999997,0.9746452,34,30,11.0,4.0,0.026860000000000002,5
reservoir_3x3_zz,ols,1.749628,0.2063782706597281,1.0088608000000001,0.05997373256434854,0.974863,0.003192593459869246,1.5255204,0.26125839089835956,2.416029,0.13185877333533783,0.8625218,0.9654782000000001,1.6734113999999998,0.17421346202661844,1.5251866,2.1338884,0.9756568,34,30,11.0,4.0,0.00352,5
reservoir_3x3_zz,ridge,1.7315108,0.17763635580364728,1.0122132000000001,0.06317172868617736,0.975131,0.0027828513255292475,1.5488534,0.2867344271051176,2.2743816000000003,0.14720286653051304,0.8602242,0.9675079999999999,1.6806999999999999,0.18502472734205014,1.547205,2.0962474,0.9755506,34,30,11.0,4.0,0.02646,5
rff_10,lasso,2.5714506,0.07676269541776136,1.220838,0.05524315863978088,0.9628422000000001,0.0014782666200655375,1.9304926000000002,0.31717526150111397,4.477714000000001,0.6875589854125245,0.8226737999999999,0.9388168,2.4979661999999996,0.15005265423743766,1.9145227999999999,4.299606,0.9634219999999999,14,10,,,0.0054600000000000004,5
rff_10,ols,2.5739229999999997,0.07756573852223683,1.2201278,0.05591185826548789,0.9628086,0.0014831654661567495,1.9258348,0.3190718034254986,4.5014018,0.6903741804208063,0.823142,0.9381062,2.4967032,0.14953534307547506,1.9094951999999998,4.3101066,0.9634404,14,10,,,0.0014,5
rff_10,ridge,2.5715522,0.0771416529003624,1.2199,0.05541547192797333,0.9628428,0.0014836885454838334,1.9245354,0.31714860012665985,4.495869000000001,0.6831850617457175,0.8232796,0.9384798,2.4971102,0.14975198720451072,1.9085078,4.3147216,0.9634344,14,10,,,0.0191,5
rff_50,lasso,1.6628766,0.25781997998273914,1.0013134000000001,0.08720386130957739,0.9761150000000001,0.003950252080563986,1.5143024,0.3697202292988578,2.1039818,0.08917879539554233,0.8635484,0.9699389999999999,1.6107365999999999,0.28006245706324145,1.4972298,1.9640788,0.9765957999999999,54,50,,,0.02692,5
rff_50,ols,1.5914636,0.2183595371544371,0.9650032,0.07287888383612907,0.9771642,0.0033351947019627155,1.3752407999999998,0.2786024264892537,2.2356141999999997,0.10670157922542663,0.8772428,0.9681442,1.505005,0.2434695821565807,1.3588932,1.9581988,0.9781402,54,50,,,0.00626,5
rff_50,ridge,1.6007548,0.250514615646872,0.9740522,0.08531103089694794,0.977023,0.003800325972860758,1.4147294000000001,0.3410498604614874,2.1546236,0.08341567733525884,0.8733552,0.9692792000000001,1.527482,0.277842655127862,1.3975436,1.9318962,0.977813,54,50,,,0.03296,5
